Tweet Id,User Name,User Screen Name,Text,Created Date,Retweet Count,Favorite Count,Profile Image URL
1254778603989897219,xinaseaton@hotmail.com,xinaseaton,RT @LSEplc: .@LSEplc issuer and AIM company @Blue_Prism today announced £100 million raised from existing and new investors and becomes the…,04/27/2020 14:25:06,26,0,http://pbs.twimg.com/profile_images/1234618874089365505/fmgIknMh_normal.jpg
1254764110329393152,NelsonHall,NHInsight,"RT @MikeS_NH: Big-3 #automation providers response to COVID-19
@blue_prism https://t.co/qZZrTMicRd
@AutomationAnywh… https://t.co/zeyA1PZ5RC",04/27/2020 13:27:30,0,0,http://pbs.twimg.com/profile_images/1243487069307056128/Y1jsjB_H_normal.png
1254758438455967745,Mike Smart,MikeS_NH,"Big-3 #automation providers response to COVID-19
@blue_prism https://t.co/EDqxkdYMG6
@AutomationAnywh… https://t.co/aYSNL9NaUE",04/27/2020 13:04:58,0,2,http://pbs.twimg.com/profile_images/2862043932/23836ba44a0edffddc4d9b2edeccc679_normal.jpeg
1254747027600297984,Blue Prism,blue_prism,"RPA can help keep business running both during a crisis &amp; during “business as usual"": https://t.co/p2hXUaLmy2… https://t.co/WRXycrAerb",04/27/2020 12:19:38,0,2,http://pbs.twimg.com/profile_images/1237136627463598081/pJSFy3j__normal.jpg
1254742489447071744,Enterprise Blue Ocean ◮,EnterpriseOcean,"みんなからの匿名質問を募集中！

こんな質問に答えてるよ
● アメリカの歯医者さんも「痛かっ…
● BluePrismの略称って公…
● 漫画ばっかり読んでないで仕事を…
● こんにちは。BPで一般ユーザー…
#質問箱… https://t.co/XhgJaWffmR",04/27/2020 12:01:36,0,0,http://pbs.twimg.com/profile_images/1068408298733355008/hrloX3FG_normal.jpg
1254742446635995137,Blue Prism,blue_prism,"With many people now working remotely, it's the perfect time to learn #RPA from home 🏠https://t.co/VyR4JZY0Eo https://t.co/WfuvAL83ms",04/27/2020 12:01:25,0,2,http://pbs.twimg.com/profile_images/1237136627463598081/pJSFy3j__normal.jpg
1254736435988422657,Happiest Minds,HappiestMinds,Find out how #RPA #Blueprism Automated Data Extraction Process was used to for automated approval and payment proce… https://t.co/iRzrtmUFGV,04/27/2020 11:37:32,0,1,http://pbs.twimg.com/profile_images/1180074453394280448/LFIdjIxm_normal.jpg
1254727678172622849,Shige as an Service＠修羅の国の個人事業主っぽい,Shige2018_,BluePrismのセミナーに落選したのですべてを放り投げてジャンプを読む。,04/27/2020 11:02:44,0,3,http://pbs.twimg.com/profile_images/1253102461528625152/oUnqecGM_normal.jpg
1254703377323352065,Michał Wolski,MicWolski,RT @Andrzej_Sobczak: Już 28 kwietnia (wtorek) od 15:00 zapraszam na webinarium z przedstawicielem #BluePrism w Polsce. Dowiesz się o planac…,04/27/2020 09:26:11,1,0,http://pbs.twimg.com/profile_images/908082128054874112/HnvrOU2D_normal.jpg
1254679255360864262,Andrzej Sobczak,Andrzej_Sobczak,Już 28 kwietnia (wtorek) od 15:00 zapraszam na webinarium z przedstawicielem #BluePrism w Polsce. Dowiesz się o pla… https://t.co/zVupEcq9bF,04/27/2020 07:50:19,1,0,http://pbs.twimg.com/profile_images/1740122667/sobczak_andrzej_normal.jpg
